Player,Team,Age,Height,Weight,GP,MIN,STL,BLK,Deflections,ChargesDrawn,Fouls Committed Shoot,Fouls Drawn Off.
Dante Exum,CLE,24,77,214,35,486,13,8,19,0,14,8
Danuel House Jr.,HOU,27,78,220,63,1913,67,34,99,6,68,21
Dario Saric,PHX,26,82,225,66,1632,37,16,78,3,88,8
Darius Bazley,OKC,20,80,208,61,1129,23,41,30,0,32,7
Darius Garland,CLE,20,73,192,59,1824,42,4,70,5,49,15
Daryl Macon,MIA,24,74,185,4,14,0,0,0,0,0,0
David Nwaba,HOU,27,77,219,20,268,11,12,26,2,16,3
Davis Bertans,WAS,27,82,225,54,1583,37,33,83,10,68,29
De'Aaron Fox,SAC,22,75,185,51,1634,74,25,149,1,53,23
De'Andre Hunter,ATL,22,79,225,63,2018,44,18,94,4,81,18
De'Anthony Melton,MEM,22,74,200,60,1167,77,20,155,0,51,14
DeAndre Jordan,BKN,31,83,265,56,1234,18,52,35,1,58,6
DeAndre' Bembry,ATL,25,77,210,43,915,55,19,98,0,31,12
DeMar DeRozan,SAS,30,78,220,68,2316,70,20,119,3,84,11
DeMarre Carroll,HOU,33,78,215,24,290,8,5,17,1,16,2
Dean Wade,CLE,23,81,228,12,71,2,4,6,0,3,0
Deandre Ayton,PHX,21,83,250,38,1236,26,58,50,0,72,2
Dejounte Murray,SAS,23,76,180,66,1687,111,17,204,0,58,11
Delon Wright,DAL,28,77,185,73,1570,85,22,172,3,45,7
Dennis Schroder,OKC,26,73,172,65,1999,45,14,90,12,46,24
Dennis Smith Jr.,NYK,22,74,205,34,537,28,8,47,1,32,6
Denzel Valentine,CHI,26,76,220,36,488,26,6,31,0,26,1
Deonte Burton,OKC,26,76,240,39,357,7,10,17,1,18,1
Derrick Favors,NOP,28,81,265,51,1242,30,46,69,1,69,3
Derrick Jones Jr.,MIA,23,78,210,59,1375,58,38,118,4,69,20
Derrick Rose,DET,31,74,200,50,1298,40,16,55,1,27,8
Derrick Walton,DET,25,72,185,26,248,7,0,15,0,8,1
Derrick White,SAS,25,76,190,68,1677,44,59,97,30,84,53
Devin Booker,PHX,23,77,206,70,2512,49,18,94,4,65,24
Devon Hall,OKC,24,77,215,11,81,4,1,2,1,2,1
Devontae Cacok,LAL,23,80,240,1,9,0,0,0,0,0,0
Devonte' Graham,CHA,25,73,195,63,2211,62,15,129,13,28,20
Dewan Hernandez,TOR,23,82,235,6,28,1,0,1,0,1,0
Dewayne Dedmon,ATL,30,84,245,44,774,25,41,67,6,68,7
Dillon Brooks,MEM,24,79,225,73,2112,63,27,163,3,119,19
Dion Waiters,LAL,28,75,210,10,207,4,6,7,0,4,1
Domantas Sabonis,IND,24,83,240,62,2159,47,30,87,0,80,2
Donovan Mitchell,UTA,23,73,215,69,2364,70,14,131,3,69,21
Donta Hall,BKN,22,81,229,9,133,3,6,5,0,16,0
Donte DiVincenzo,MIL,23,76,203,66,1520,85,20,148,1,47,21
Dorian Finney-Smith,DAL,27,79,220,71,2120,45,39,110,2,81,9
Doug McDermott,IND,28,79,225,69,1372,12,5,21,2,63,7
Dragan Bender,GSW,22,84,249,16,286,4,9,11,0,29,1
Draymond Green,GSW,30,78,230,43,1222,59,33,124,8,48,14
Drew Eubanks,SAS,23,81,245,22,272,5,17,10,1,24,2
Duncan Robinson,MIA,26,79,215,73,2166,35,19,81,9,103,17
Dusty Hannahs,MEM,26,75,210,2,13,0,0,0,0,0,0
Dwayne Bacon,CHA,24,78,221,39,687,23,2,36,0,21,4
Dwight Howard,LAL,34,82,265,69,1306,31,79,86,0,103,2
Dwight Powell,DAL,28,82,240,40,1061,34,22,74,3,53,12
Dzanan Musa,BKN,21,81,217,40,487,15,1,21,0,7,8
E'Twaun Moore,NOP,31,75,191,56,1020,32,11,67,2,34,4
Ed Davis,UTA,31,81,218,28,303,11,9,16,0,38,0
Edmond Sumner,IND,24,76,196,31,447,15,9,37,0,17,5
Elfrid Payton,NYK,26,75,195,45,1246,70,17,117,0,38,7
Elie Okobo,PHX,22,75,190,55,719,24,4,50,0,30,3
Emmanuel Mudiay,UTA,24,75,200,54,850,24,10,37,0,28,3
Enes Kanter,BOS,28,82,250,58,983,22,41,39,0,60,1
Eric Bledsoe,MIL,30,73,214,61,1646,57,26,99,3,39,15
Eric Gordon,HOU,31,75,215,36,1016,23,13,46,0,35,4
Eric Mika,SAC,25,82,233,1,19,0,0,0,0,2,0
Eric Paschall,GSW,23,78,255,60,1654,32,13,69,3,54,6
Ersan Ilyasova,MIL,33,81,235,63,986,24,17,55,11,51,17
Evan Fournier,ORL,27,79,205,66,2076,71,15,134,5,51,16
Evan Turner,MIN,31,78,220,19,251,9,8,13,0,12,1
Frank Jackson,NOP,22,75,205,59,797,17,4,38,1,35,6
Frank Kaminsky,PHX,27,84,240,39,777,14,10,27,5,42,7
Frank Mason III,MIL,26,71,190,9,118,5,1,5,0,5,0
Frank Ntilikina,NYK,21,76,200,57,1187,54,16,110,5,50,21
Fred VanVleet,TOR,26,73,197,54,1928,100,17,226,1,46,10
Furkan Korkmaz,PHI,22,79,202,72,1559,41,16,72,6,46,13
Gabe Vincent,MIA,24,75,200,9,83,5,0,6,1,4,1
Garrett Temple,BKN,34,77,195,62,1730,49,29,101,2,53,11
Garrison Mathews,WAS,23,77,215,18,227,8,1,15,2,14,8
Gary Clark,ORL,25,78,225,42,566,6,22,25,2,29,3
Gary Harris,DEN,25,76,210,56,1780,76,14,146,3,46,10
Gary Payton II,WAS,27,75,195,29,432,33,7,69,0,22,1
Gary Trent Jr.,POR,21,77,209,61,1332,48,16,115,0,27,14
George Hill,MIL,34,75,188,59,1271,47,5,91,4,42,19
Georges Niang,UTA,27,79,230,66,923,18,5,30,1,36,5
Giannis Antetokounmpo,MIL,25,83,242,63,1917,61,66,131,2,50,10
Glenn Robinson III,PHI,26,78,222,62,1786,54,16,95,0,60,3
Goga Bitadze,IND,20,83,250,54,471,10,37,24,0,38,1
Goran Dragic,MIA,34,75,190,59,1663,40,10,76,7,46,18
Gordon Hayward,BOS,30,79,225,52,1740,38,22,68,0,34,3
Gorgui Dieng,MEM,30,82,252,63,1096,51,59,122,15,61,20
Grant Williams,BOS,21,78,236,69,1043,30,36,51,5,85,12
Grayson Allen,MEM,24,76,198,38,718,10,2,32,2,34,10
Hamidou Diallo,OKC,21,77,202,46,896,37,9,63,1,47,19
Harrison Barnes,SAC,28,80,225,72,2482,43,12,99,3,46,20
Harry Giles III,SAC,22,83,240,46,667,22,18,50,3,68,4
Hassan Whiteside,POR,31,84,265,67,2008,26,196,76,4,114,10
Henry Ellenson,BKN,23,82,240,5,15,0,0,0,0,1,0
Ian Mahinmi,WAS,33,83,262,38,808,31,44,87,6,60,9
Ignas Brazdeikis,NYK,21,78,221,9,53,0,1,3,0,3,0
Iman Shumpert,BKN,30,77,212,13,241,12,2,21,1,8,5
Isaac Bonga,WAS,20,80,180,66,1250,45,22,88,11,89,26
Isaiah Hartenstein,HOU,22,84,250,23,266,9,12,15,1,22,2
Isaiah Roby,OKC,22,80,230,3,11,0,0,0,0,0,0
Isaiah Thomas,WAS,31,69,185,40,925,13,6,25,3,35,8
Ish Smith,WAS,31,72,175,68,1787,59,30,98,6,71,12
Ivica Zubac,LAC,23,84,240,72,1326,16,66,29,1,113,1
J.J. Barea,DAL,36,70,180,29,450,5,2,12,1,8,17
J.P. Macura,CLE,25,76,203,1,1,0,0,0,0,0,0
JJ Redick,NOP,36,75,200,60,1581,20,10,44,14,49,22
JR Smith,LAL,34,78,220,6,79,1,0,6,0,2,0
Ja Morant,MEM,20,75,174,67,2074,58,18,99,3,53,9
JaKarr Sampson,IND,27,79,214,34,471,16,12,19,1,29,4
JaMychal Green,LAC,30,80,227,63,1307,29,24,61,0,78,5
JaVale McGee,LAL,32,84,270,68,1130,36,94,74,0,74,1
Jabari Parker,SAC,25,80,245,38,918,45,16,69,2,50,8
Jacob Evans,MIN,23,76,210,29,418,11,12,26,0,27,6
Jae Crowder,MIA,29,78,235,65,1875,72,24,127,5,66,17
Jahlil Okafor,NOP,24,82,270,30,467,7,22,16,0,36,0
Jake Layman,MIN,26,80,209,23,505,17,10,35,2,21,4
Jakob Poeltl,SAS,24,85,245,66,1171,37,95,72,9,83,16
Jalen Brunson,DAL,23,73,190,57,1022,22,4,38,12,32,26
Jalen Lecque,PHX,20,76,185,5,32,0,0,3,0,1,2
Jalen McDaniels,CHA,22,82,205,16,293,8,3,13,1,20,6
Jamal Crawford,BKN,40,77,200,1,6,0,0,0,0,0,0
Jamal Murray,DEN,23,76,215,59,1903,67,17,123,5,49,22
James Ennis III,ORL,29,78,215,69,1266,35,22,62,4,64,11
James Harden,HOU,30,77,220,68,2483,125,60,220,8,80,12
James Johnson,MIN,33,79,240,32,620,25,32,53,0,38,1
Jared Dudley,LAL,34,78,237,45,364,15,3,26,2,19,5
Jared Harper,NYK,22,70,175,3,8,0,0,0,0,0,0
Jaren Jackson Jr.,MEM,20,83,242,57,1622,40,92,106,0,116,13
Jarred Vanderbilt,MIN,21,81,214,11,47,3,1,4,0,3,0
Jarrell Brantley,UTA,24,77,250,9,96,3,5,7,0,5,0
Jarrett Allen,BKN,22,83,243,70,1852,40,92,86,1,94,7
Jarrett Culver,MIN,21,78,195,63,1506,57,38,105,1,69,4
Jarrod Uthoff,WAS,27,81,220,7,53,1,0,1,0,2,0
Javonte Green,BOS,26,76,205,48,468,24,8,51,0,24,1
Jaxson Hayes,NOP,20,83,220,64,1080,26,55,57,4,100,10
Jaylen Brown,BOS,23,78,223,57,1934,65,20,127,0,65,8
Jaylen Hoard,POR,21,80,216,13,103,5,0,5,0,5,1
Jaylen Nowell,MIN,20,76,201,15,151,3,1,3,0,9,2
Jayson Tatum,BOS,22,80,210,66,2265,93,57,190,0,47,6
Jeff Green,HOU,33,80,235,48,960,26,19,37,6,42,8
Jeff Teague,ATL,32,75,195,59,1464,44,19,82,5,54,11
Jerami Grant,DEN,26,80,210,71,1892,50,57,93,5,73,18
Jeremiah Martin,BKN,24,74,185,9,99,7,2,16,2,4,6
Jeremy Lamb,IND,28,77,180,46,1291,55,22,121,1,44,20
Jeremy Pargo,GSW,34,74,219,3,44,1,0,0,0,4,0
Jerian Grant,WAS,27,76,198,6,80,1,1,6,0,4,0
Jerome Robinson,WAS,23,76,190,63,979,28,17,56,1,60,10
Jevon Carter,PHX,24,73,200,58,945,47,17,88,0,47,9
Jimmy Butler,MIA,30,79,230,58,1959,103,32,197,1,29,4
Joakim Noah,LAC,35,83,232,5,50,1,1,0,0,4,1
Joe Chealey,CHA,24,76,190,4,33,4,0,5,0,1,0
Joe Harris,BKN,28,78,220,69,2123,41,17,64,2,74,10
Joe Ingles,UTA,32,79,220,72,2137,65,11,164,7,37,14
Joel Embiid,PHI,26,84,280,51,1506,45,65,86,5,80,9
John Collins,ATL,22,81,235,41,1363,31,66,56,0,78,1
John Henson,DET,29,81,219,40,600,24,42,49,2,42,6
John Konchar,MEM,24,77,210,19,181,7,3,17,0,7,0
Johnathan Motley,LAC,25,80,230,13,41,3,0,2,0,3,0
Johnathan Williams,WAS,25,81,228,15,180,1,8,6,0,5,2
Jonah Bolden,PHX,24,80,225,7,47,3,2,5,0,5,1
Jonas Valanciunas,MEM,28,83,265,70,1845,30,76,58,1,97,4
Jonathan Isaac,ORL,22,83,230,34,980,53,78,111,4,44,6
Jordan Bell,CLE,25,80,216,29,256,3,10,13,3,13,3
Jordan Bone,DET,22,75,180,10,53,1,0,1,0,1,0
Jordan Clarkson,UTA,28,76,194,71,1705,46,16,78,0,44,4
